url,label
https://twitter.com/account,0
https://netflix.com/signin,0
https://linkedin.com/dashboard,0
https://apple.com/verify,0
https://google.com/dashboard,0
https://github-com.netflix-account.cf/secure,1
https://stackoverflow.com/secure,0
http://91.33.237.74/~verify-now,1
https://twitter.com@facebook-login.org/login,1
https://appleid-verify.tk/security-check,1
https://linkedin.com/profile,0
https://instagram-verify.icu/account/update,1
http://213.22.209.253/~secure/login,1
https://amazon.com/settings,0
https://netflix-account.cf/unlock-account,1
https://amazon.com@appleid-verify.tk/login,1
https://apple.com/login,0
https://google.com/dashboard,0
https://facebook-login.org/password-reset,1
https://google.com/home,0
https://bankofamerica-acc.ga/login/verify,1
https://google.com/home,0
https://linkedin.com/login,0
https://netflix-com.appleid-verify.tk/secure,1
https://stackoverflow.com/account,0
https://microsoft.com/settings,0
https://google-sigin.xyz/secure/login,1
https://twitter.com/signin,0
http://145.93.70.122/~password-reset,1
https://google-sigin.xyz/login/verify,1
https://microsoft.com/home,0
https://stackoverflow-com.whatsapp-web.top/secure,1
https://google-sigin.xyz/signin/confirm,1
https://google-sigin.xyz/security-check,1
https://netflix.com/auth,0
https://paypal-verify.xyz/auth/verify,1
https://bankofamerica-acc.ga/password-reset,1
https://linkedin.com@microsoft-update.ml/login,1
https://facebook.com/verify,0
https://bankofamerica-acc.ga/account/update,1
https://github.com/home,0
https://microsoft-update.ml/signin/confirm,1
https://github.com/settings,0
https://stackoverflow.com/signin,0
https://netflix-account.cf/account/update,1
https://facebook.com/signin,0
https://amazon-secure.net/verify-now,1
https://paypal-verify.xyz/confirm-identity,1
https://whatsapp-web.top/secure/login,1
https://facebook-login.org/verify-now,1
https://google.com/account,0
https://facebook.com/home,0
https://stackoverflow.com/settings,0
https://github.com/login,0
https://amazon.com/auth,0
https://facebook-login.org/verify-now,1
https://whatsapp-web.top/security-check,1
https://netflix-account.cf/secure/login,1
https://facebook.com/account,0
https://microsoft-update.ml/signin/confirm,1
https://microsoft.com/home,0
https://apple.com/signin,0
https://github.com/secure,0
https://microsoft.com/home,0
https://whatsapp-web.top/signin/confirm,1
https://microsoft.com/verify,0
https://stackoverflow.com/dashboard,0
https://microsoft-update.ml/account/update,1
https://linkedin.com/login,0
https://twitter.com/secure,0
https://google.com/auth,0
https://facebook.com/login,0
https://bankofamerica-acc.ga/signin/confirm,1
https://twitter.com@instagram-verify.icu/login,1
https://github.com/secure,0
https://netflix.com/home,0
https://stackoverflow-com.google-sigin.xyz/secure,1
https://google-sigin.xyz/signin/confirm,1
https://facebook.com/auth,0
https://twitter.com/home,0
https://apple.com/secure,0
https://microsoft-update.ml/secure/login,1
https://google-com.facebook-login.org/secure,1
https://google.com/home,0
http://104.126.84.160/~signin/confirm,1
https://stackoverflow.com/profile,0
https://microsoft.com/account,0
https://amazon-secure.net/security-check,1
https://apple.com/dashboard,0
https://facebook.com@whatsapp-web.top/login,1
https://facebook-login.org/confirm-identity,1
https://github-com.amazon-secure.net/secure,1
https://instagram-verify.icu/security-check,1
https://apple.com/dashboard,0
https://apple.com/settings,0
http://193.180.0.192/~security-check,1
https://apple-com.whatsapp-web.top/secure,1
https://facebook.com/signin,0
https://facebook.com/profile,0
http://215.133.154.214/~signin/confirm,1
https://amazon-secure.net/login/verify,1
https://apple.com/dashboard,0
https://microsoft-update.ml/signin/confirm,1
https://google.com/secure,0
http://202.34.1.239/~password-reset,1
http://80.233.128.77/~account/update,1
https://linkedin.com/account,0
https://apple.com/secure,0
https://amazon.com/settings,0
https://linkedin.com/login,0
https://microsoft.com/dashboard,0
https://amazon-secure.net/confirm-identity,1
https://microsoft-update.ml/login/verify,1
https://microsoft-update.ml/auth/verify,1
https://netflix.com/signin,0
https://instagram-verify.icu/verify-now,1
https://apple.com/home,0
https://appleid-verify.tk/login/verify,1
https://appleid-verify.tk/auth/verify,1
https://appleid-verify.tk/verify-now,1
https://stackoverflow.com/profile,0
https://netflix-account.cf/signin/confirm,1
https://amazon.com/profile,0
https://apple.com/secure,0
https://github.com/profile,0
https://paypal-verify.xyz/secure/login,1
https://amazon-secure.net/account/update,1
https://amazon.com/signin,0
https://microsoft.com@appleid-verify.tk/login,1
https://appleid-verify.tk/login/verify,1
https://microsoft.com/profile,0
https://github.com@paypal-verify.xyz/login,1
https://appleid-verify.tk/security-check,1
https://google-com.appleid-verify.tk/secure,1
https://appleid-verify.tk/signin/confirm,1
https://facebook.com@bankofamerica-acc.ga/login,1
https://microsoft.com/signin,0
https://facebook.com/verify,0
https://amazon.com/profile,0
https://amazon.com/verify,0
https://google.com/secure,0
https://twitter.com/secure,0
https://linkedin.com/dashboard,0
https://facebook.com@netflix-account.cf/login,1
https://linkedin-com.facebook-login.org/secure,1
https://bankofamerica-acc.ga/signin/confirm,1
https://twitter.com/login,0
https://netflix-account.cf/confirm-identity,1
https://facebook-login.org/password-reset,1
https://google.com/verify,0
https://whatsapp-web.top/account/update,1
http://166.255.195.37/~account/update,1
https://apple.com/auth,0
https://netflix.com/signin,0
https://bankofamerica-acc.ga/confirm-identity,1
https://netflix-account.cf/verify-now,1
https://linkedin.com/profile,0
https://stackoverflow.com/auth,0
https://github.com/verify,0
https://facebook.com/account,0
http://230.174.64.226/~signin/confirm,1
https://paypal-verify.xyz/secure/login,1
https://instagram-verify.icu/confirm-identity,1
https://stackoverflow.com/secure,0
https://microsoft-update.ml/login/verify,1
https://stackoverflow.com/dashboard,0
https://facebook.com/verify,0
