url,label
https://github.com/settings,0
https://amazon-secure.net/auth/verify,1
https://google.com/settings,0
https://amazon-secure.net/secure/login,1
https://microsoft.com/account,0
https://facebook.com/signin,0
https://stackoverflow-com.whatsapp-web.top/secure,1
http://217.117.150.79/~account/update,1
https://stackoverflow.com/settings,0
https://appleid-verify.tk/verify-now,1
https://amazon.com/account,0
https://netflix.com/account,0
https://facebook.com/signin,0
http://7.5.31.71/~auth/verify,1
https://stackoverflow.com/verify,0
http://78.188.185.223/~login/verify,1
https://bankofamerica-acc.ga/login/verify,1
https://twitter.com/dashboard,0
https://google.com/profile,0
http://7.197.230.25/~account/update,1
https://netflix.com/settings,0
https://google-sigin.xyz/auth/verify,1
https://google-com.amazon-secure.net/secure,1
https://netflix.com@paypal-verify.xyz/login,1
https://microsoft-update.ml/password-reset,1
https://google.com/profile,0
https://appleid-verify.tk/confirm-identity,1
https://amazon-secure.net/verify-now,1
https://netflix.com/home,0
https://amazon-secure.net/confirm-identity,1
https://stackoverflow.com/settings,0
https://google-sigin.xyz/account/update,1
https://netflix.com@microsoft-update.ml/login,1
https://apple.com/auth,0
https://bankofamerica-acc.ga/auth/verify,1
https://facebook.com/secure,0
https://facebook.com/account,0
https://apple.com/login,0
https://github-com.netflix-account.cf/secure,1
http://95.162.114.66/~signin/confirm,1
https://github.com/secure,0
https://bankofamerica-acc.ga/password-reset,1
https://facebook-login.org/security-check,1
https://amazon-secure.net/signin/confirm,1
https://facebook.com/dashboard,0
https://appleid-verify.tk/verify-now,1
https://twitter.com/verify,0
https://instagram-verify.icu/unlock-account,1
https://google.com/login,0
https://github.com/dashboard,0
https://apple.com/account,0
https://facebook-login.org/password-reset,1
https://github.com/login,0
https://netflix.com/dashboard,0
https://amazon.com/auth,0
https://microsoft.com/verify,0
https://microsoft.com/profile,0
https://google-sigin.xyz/login/verify,1
http://252.43.19.139/~confirm-identity,1
https://microsoft-update.ml/unlock-account,1
https://paypal-verify.xyz/unlock-account,1
https://stackoverflow.com/home,0
https://apple.com/signin,0
https://netflix.com/signin,0
https://apple.com/dashboard,0
https://github.com/signin,0
https://whatsapp-web.top/password-reset,1
https://bankofamerica-acc.ga/confirm-identity,1
https://twitter.com/secure,0
https://instagram-verify.icu/security-check,1
https://facebook-login.org/password-reset,1
https://linkedin.com/dashboard,0
https://amazon-secure.net/auth/verify,1
https://google-sigin.xyz/secure/login,1
https://github.com/auth,0
https://facebook-login.org/auth/verify,1
https://netflix.com/signin,0
https://linkedin.com/profile,0
https://appleid-verify.tk/unlock-account,1
